Job Role,Job Title,Student Qualification,Student Skills,Job Description
Cybersecurity Analyst,Information Security Analyst,BEng in Computer Engineering,"Angular, Docker, CSS, AWS, HTML",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Computer Science,"Linux, Power BI, SQL, HTML, Excel",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BEng in Computer Engineering,"Docker, C#, SQL, Kubernetes, React, HTML",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"Kubernetes, Angular, CSS, Docker",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,Diploma in Software Engineering,"SQL, React, Power BI, Linux, JavaScript, HTML",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"JavaScript, Docker, Linux",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"HTML, Node.js, AWS, SQL",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"Angular, AWS, Linux",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,Diploma in Software Engineering,"React, HTML, Excel, C#, SQL, JavaScript",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BEng in Computer Engineering,"Angular, Linux, SQL, Python, HTML, Kubernetes",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Information Systems,"Excel, React, HTML, Java, Kubernetes, CSS",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BEng in Computer Engineering,"AWS, SQL, C#",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,Diploma in Software Engineering,"Angular, Linux, Power BI, AWS",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"SQL, CSS, Angular, React",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"JavaScript, Python, CSS",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,Diploma in Software Engineering,"SQL, Docker, Node.js, CSS, Python, Excel",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,HND in IT,"Kubernetes, JavaScript, Node.js",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"JavaScript, SQL, Linux",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Information Systems,"SQL, AWS, Kubernetes, Linux, CSS",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Information Systems,"C#, JavaScript, Angular, Java, Node.js, AWS",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Information Systems,"Docker, JavaScript, HTML, Node.js, Java, CSS",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"Power BI, SQL, Kubernetes, React, Linux",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BEng in Computer Engineering,"Angular, SQL, Node.js, Java",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BEng in Computer Engineering,"HTML, React, Kubernetes",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Computer Science,"JavaScript, HTML, Node.js, C#",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,Diploma in Software Engineering,"Kubernetes, Excel, CSS, Java",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"AWS, Angular, Java, Kubernetes, Excel",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,HND in IT,"JavaScript, Node.js, AWS, HTML, Excel, CSS",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"Node.js, Power BI, React, Docker, Linux",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"Java, Docker, Excel",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,Diploma in Software Engineering,"HTML, SQL, Java, Docker, Excel",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Information Systems,"CSS, JavaScript, Excel, C#, Kubernetes, SQL",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"Excel, Node.js, React, Python, SQL",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,Diploma in Software Engineering,"Angular, Docker, C#, SQL, Excel, Linux",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"Angular, Kubernetes, Node.js, Python",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BEng in Computer Engineering,"AWS, Excel, Kubernetes, Docker, Angular",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"Angular, Power BI, Excel, JavaScript",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Computer Science,"AWS, Docker, JavaScript, Node.js, C#",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"HTML, Python, C#, JavaScript, CSS, Kubernetes",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Computer Science,"React, Java, CSS",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,HND in IT,"React, Power BI, JavaScript, C#, Kubernetes, Angular",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Computer Science,"Kubernetes, Excel, Power BI, Java, React, Python",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,HND in IT,"Node.js, Linux, React, SQL, Java",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BEng in Computer Engineering,"SQL, CSS, Docker",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Information Systems,"C#, Angular, Java, React, Kubernetes, Docker",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,Diploma in Software Engineering,"React, Power BI, C#",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"AWS, JavaScript, Angular, Excel",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"C#, Docker, Excel, Python, Node.js, SQL",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"Java, AWS, Power BI, Linux",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BEng in Computer Engineering,"SQL, C#, AWS, HTML, Node.js, Angular",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"Java, Node.js, Linux, React, HTML",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,HND in IT,"Angular, Linux, C#",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,Diploma in Software Engineering,"Java, Kubernetes, CSS, Python",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,Diploma in Software Engineering,"JavaScript, Excel, HTML, Python, CSS, Kubernetes",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BEng in Computer Engineering,"Node.js, C#, Java",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,Diploma in Software Engineering,"Docker, JavaScript, Angular",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"SQL, Angular, Kubernetes, Linux, JavaScript, Docker",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,HND in IT,"Power BI, Java, AWS, Angular, JavaScript",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"JavaScript, SQL, Power BI",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,HND in IT,"Linux, Python, React, Docker",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,HND in IT,"Kubernetes, JavaScript, Java",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"Power BI, AWS, Excel, Python",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,Diploma in Software Engineering,"Java, Excel, SQL, HTML",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BEng in Computer Engineering,"CSS, Excel, Docker, HTML, SQL",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,SOC Analyst,BSc in Information Systems,"Docker, Angular, SQL",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,Diploma in Software Engineering,"SQL, Excel, Python",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BEng in Computer Engineering,"Node.js, C#, Python, Docker, React, Excel",Monitors systems for vulnerabilities and implements security measures.
Cybersecurity Analyst,Information Security Analyst,BSc in Computer Science,"Python, Node.js, JavaScript",Monitors systems for vulnerabilities and implements security measures.
